code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
00001271,,"Nahrwerte pro/ Nutritional value for/ Valeur nutritionnelle pour/ Valores nutricionales por Valori nutrizionali per/ Voedingswaarde per/Näringsvärde för/Wartości odżywcze w: 100 g: 782 AJ Brennwert/Energy/Energie/Valor energético/Energia/Energie/Energi/Wartość energetyczna Fett/Fat/Lipides/Grasas/Grassi/Vetten/Fett/Tłuszcz devon gesättigte Fettsäuren/of which saturates/dont acides gras saturés de los cuales ácidos grasos saturados/ d cul acid grassi sabt/waarvan verzadigde vetzuren/Varav mättat fett/w tym kwasy nasycone Kohlenhydrate/Carbohydrate/Glucides/Hidratos de carbono/Carboidrati/Koolhydraten/Kolhydrat/Węglowodany davon Zucket/of which sugar/dent sucre/de los cuales azcúcares/ di cui zuccher/waarvan suikers/varav sockerarter/w tym cukry Elweiß/Protein/Protéine/Proteina/Proteina/Eiwitten/Protein/Biako Ballaststoffe/Fibre/Fibres alimentaires/Fibras alimentarias/Fibre/Dieetvezel/Fiber/Blonnik Salz/Salt/Sel/Sal/Sale/Zout/Salt/S61 DE Zutaten: Zutaten: 100% BIO-Flohsamenschalen. Flohsamenschalen sind geschmacksneutral und könn direkt in das Wasser gegeben oder in andere kalte Flüssigkeiten wie Milch, Saft und Trinkjoghurt eingerührt werde Kann Spuren von Schalenfrüchten enthalten. Mindestens haltbar bis: s. unten. Bitte kühl und trocken lager GB Ingredients: 100% Organic Psyllium seed husk, Psyllium seed husk is neutral in flavour and can be acc directly to vict or stirred into other cold liquids such as milk, juice and drinking yoghurt. May contain traces of mus Best before so below. Store in a dry and dark place. FR Ingredients: 100% Enveloppes de Psyllium BIO. Les enveloppes de Psyllium sont neutres à goût et on pear les ajoner doctement à l'eau ou bien on les mélange avec d'autres liquides froids comme lait, jus et du last baratte. Peut contenir des traces de noix. Meilleur avant: voir ci-dessous. Conserver dans un endroit see et sombre. ES Ingredientes: 100% Cáscara de Psyllium Ecológico. Las Cáscara de Psyllium no tienen sabor y se puede agregar directamente al agua o mezclarse con otros liquidos fríos, como leche, zumo y yogur para beber Pude contenci trazas de frutos secos. Consumo preferente: véase más adelante. Almacenar en un lugar sece OSCURO. IT Ingredienti: 100% Bucce di Psillio Biologico. La pula dei semi di Psillio è neutrale come gusto e si può aggiungere direttamente all'acqua o si può mescolare con altri liquidi freddi come latte, succo e yogurt diluto.com acqua. Può contenere tracce di noci. Da consumarsi preferibilmente entro: vedi sotto. Conservare in a huge bulo e asciutto. worden toegevoegd of in andere koude vloeistoffen zoals melk, sap en drinkyoghurt worden geroerd Kan sport NL Ingrediënten: 100% BIO-Psylliumvezels. Psylliumvezels zijn smaakloos en kunnen direct aan het ver noten bevatten. Ten minste houdbaar tot: zie hieronder, Koel, droog en donker bewaren. eller röras ner i andra kalla vätskor som mjölk, juice och drickyoghurt. Kan innehålla spirav netter Bist Dres SE Ingredienser: 100% EKO-Psylliumfröskal. Psylliumfröskal är smaklösa och kan läggas direkt till vatmet Förvara på en torr och mörk plats. bezpośrednio do wody lub innego zumnego napoju jak mleko, sok czy jogurt do picia. Może sidewer PL Skladniki: 100% BIO-Lupiny babki jajowatej. Eupiny babki jajowatej mają neutralny smak i d orzechów. Najlepiej spożyć przed: patrz poniżej. Przechowywać w suchym i elemym mies Biojoy Hergestellt in FU/Produced in EU? Fabriqué dans l'UE/Fabricado en la UF Prodotto in UE/Geproduceerd in de EU Producerad i EUWyprodukowano w UE Hergestellt für Manufactured for/Produit pour fabricada para Frodotto per/Vervaardigd voor/Tillverkad for Wyprodukowanych dia BIOJOY Gmbi I, GERMANY, 9044berg, Zab 1kg 12-a injoy su www.biojoy.eu 0,5 g 0,05 g 4 g 0,3 g 2,5 g 78 g 0,01 g Picking PO SGS BU 2014 Non FL Apure 30.04.2024 L:0/41510220008 X5012711EP www.biojoy.eu",,,,,,,,,PENDING
0000163153776,,"White Chocolate (Sugar, Cocoa Butter, Whole Milk Powder (Cow), Emulsifier: Soy Lecithin (E322), Natural Vanilla Extract], Almond.",,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
0000200000005,Purée de Noix de Cajou grillées Bio,"Noix de cajou grillées* (99,7%), sel de mer (0,3%). (*issu de l'agriculture biologique)",en:nuts,,,,,,,,PENDING
0000201829036,noix de cajou vrac,Noix de cajou,,,,,,,,,PENDING
00002119,,"Chocolat au _lait_ 25% (sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, émulsifiant : lécithines (_soja_), arôme naturel de vanille), _œufs_ 19.5%, sucre, noix de coco râpée 13%, _beurre_ concentré, poudre _d'amande_, farine de _blé_ 7%, sirop de glucose-fructose, stabilisant : glycérol, sel, arôme naturel de coco, poudres à lever : carbonates de sodium - citrate de sodium (_blé_). Peut contenir des traces de _fruits à coque_.",en:soybeans,,"E322 - Lecithins,E331 - Sodium citrates,E422 - Glycerol,E500 - Sodium carbonates",,,,,,PENDING
00002405,Almond flour organic blanched,"Vitamin D, Vitamin K, Vitamin B6, Magnesium, Zinc, Medium chain triglycerides powder, Ox bile powder, Vegetable capsule, Microcrystalline cellulose, Magnesium stearate",,,"E460 - Cellulose,E460i - Microcrystalline cellulose,E572 - Magnesium stearate",,,,,,PENDING
0000367913055,galaxy vegan fruit &nut,"sugar, cocoa butter, cocoa mass, hazelnut paste (9%), raisins (8%), hazelnuts (8%), rice flour, emulsifier (lecithins (soya)). may contain other nuts. couverture chocolate contains cocoa solids 35% minimum. suitable for vegetarians. suitable for vegans.",en:soybeans,,E322 - Lecithins,,,,,,PENDING
00003705,,"SOY PROTEIN CRISPS (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SEA SALT), INULIN, ALMONDS, UNSWEETENED CHOCOLATE, VEGETABLE GLYCERIN, ALMOND BUTTER (ALMONDS), SEMI-SWEET CHOCOLATE CHIPS (CANE SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER), BROWN RICE CRISPS (BROWN RICE), COCOA POWDER, OATS, NATURAL FLAVORS, SUNFLOWER OIL BLEND [SUNFLOWER OIL, ANTIOXIDANTS (MIXED TOCOPHEROLS, ROSEMARY EXTRACT)], SEA SALT. CONTAINS: SOY, ALMONDS.",,,"E306 - Tocopherol-rich extract,E392 - Extracts of rosemary,E422 - Glycerol",,,,,,PENDING
0000380901256,David’s tea,"Perfect Spoons 1-2 Cuillères parfaites 16 oz 475 ml Caffeine free O Sans caféine Near-boiling 4-7 min Presque bouillante Ingredients: Apple, hibiscus blossoms, pineapple (pineapple, sugar), papaya (papaya, sugar), beetroot, cinnamon, raisins, coconut, roasted almonds (almonds, sugar, glucose syrup, vegetable fat, caramelized sugar syrup), popped rice, natural and artificial flavouring. Contains almonds and coconut. Ingrédients Pommes, fleurs d'hibiscus, ananas (ananas, sucre), papayes (papayes, sucre), betteraves, cannelle, raisins secs, noix de coco, amandes grillées (amandes, sucre, sirop de glucose, graisse végétale, sirop de sucre caramélisé), riz soufflé, arômes naturels et artificiels. Contient des amandes et de la noix de coco. Product of Germany. Produit d'Allemagne. For nutrition information please call: Pour des renseignements au sujet de la valeur nutritive: 1-855-702-3006 Distributed by-Distribué par DAVIDSTEA Montréal, QC H4P 1 M2 Canada davidstea.com 03809 01256 8",,,,,,,,,PENDING
00004992,Wormwood Black Walnut Cloves,"Black Walnut Hulls, Wormwood, Clove Bud, Pumpkin Seed, Garlic, Oregano",,,,,,,,,PENDING
00005014,Organic vegan pesto,"Extra virgin olive oil*, cashew nuts*, Genovese basil PDO*° in extra vir - gin olive oil* 27,6% (Genovese basil PDO*°48%, extra virgin olive oil* 45%, salt), pine kernels*, walnuts*, apple fibre*, garlic*, salt. May contain traces of soy, milk, other nuts. (*from organic farming). (°protected designation of origin).",,,,,,,,,PENDING
0000908258275,Milka with whole hazelnuts.,Sugar. Hazelnuts. Cocoa butter. Cocoa butter. Skimmed milk powder. Whey powder. Milk fat. Soya lecithins. Hazelnut paste. Flavouring. Cocoa solids 33%minimum in milk chocolate.,,,E322 - Lecithins,,,,,,PENDING
00009102,Golden Raisins California,"noix de cajou* (91%) (eau, _soja*_, sel), Tamari* (9%)",,,,,,,,,PENDING
00009891,Millet House Malt,"Siridhanya Millets (Foxtail, Kodo, Little, Barnyard, Browntop) Proso millet, Sprouted Cereals & Pulses (Bajra, Ragi, Green gram, Horse gram, Black eyed peas, Chick peas, Maize, Jowar, Toor seeds, Peas), Dry Fruits & Nuts (Almond, Pista, Dates, Cashew, Ground nut, Dry Grapes), Seeds (Fenugreek, Flax, Watermelon, Pumpkin, Sunflower), Sabudana, Cardamom, Dry ginger.",en:nuts,,,,,,,,PENDING
0001000599651,Pate a tartiner,"Sucre, huiles végétales (colza, karité, noix de coco), poudre de cacao maigre 25%, émulsifiant : lécithine de _soja_",en:soybeans,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
0001000643678,Pate a tartiner,"malitol, huile végétale (colza, palme) noisettes (13%), cacao maigrë, lạit ecrémé en poudre (7%), lactosérum en poudre (lait), émulsifiant (lécithine de tournesol), arôme, Contient lạit, noisettes. Produit dans une usine qui utilişe céréales contenant du gluten, soja, noix, noix de macadamia, noix de pécan, pístaches, amandes.","en:milk,en:nuts,en:soybeans",,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
0001000657163,Tortellini Ricotta Epinard,"pâtes: farine de blé tendre, œuf pasteurisé, semoule de blé dur, eau fourrage; fromage ricotta (lactosérum, lait, sel,  régulateur d'acidité: acide citrique, acide lactique), épinards, flocons de pomme de terre, fromage mozzarella (lait), huile de tournesol, fromage en poudre, fromage (lait), lactosérum en poudre (lait), sels émulsifiants: citrate monosodique, beurre (lait), lactose (lait), chapelure (farine de blé, sel, levure), farine de riz, fibre de blé, sel, noix de muscade.","en:eggs,en:gluten,en:milk",,"E270 - Lactic acid,E330 - Citric acid,E331 - Sodium citrates,E331i - Monosodium citrate",,,,,,PENDING
0001002139015,Pate à tartiner bounty,Sucre; huile de colza; maltodextrine; poudre de LAIT entier (9%); beurre de cacao; noix de coco râpée (6%); émulsifiant (lécithines); sel.,,,E322 - Lecithins,,,,,,PENDING
0001100064084,Bambu Extra Cream Wafer Filled With Hazelnut Cream,"WHEAT FLOUR - COCONUT OIL - DEHYDRATED GLUCOSE SYRUP - SUGAR HAZELNUTS 10.8% IN THE CREAM CORRESPONDING TO 8,6% OF THE TOTAL INGREDIENTS - WHEY POWDER (MILK) - SOYA FLOUR - DRIED SKIMMED MILK - LOW FAT COCOA - DEXTROSE - EMULSIFIER: SOYA LECITHIN - RAISIN",en:milk,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
0001161036067,"Roasted Whole Cashew, Salted Caramel","Cashews, sugar, brown sugar, contains less than 2% of the following: salt, corn syrup, butter (cream [milk], salt), whey powder (milk), natural and artificial flavors, peanut oil, soy lecithin, caramel color.",en:milk,,"E150c - Ammonia caramel,E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
00011709,All Butter Fruity Flapjack Cookies,"Sucre • Beurre (_Lait_) (15%) • flocons d'_avoine_ (contient du _gluten_) • Farine de _blé_(contient du _gluten_) (avec du _blé_, du carbonate de calcium, du fer, de la niacine, de la thiamine) • Raisins secs (12%) • Noix de coco desséchée (8 %) • Abricots séchés (7 %) (Abricots • Farine de riz • Conservateur: E220 (_Sulfites_)) • Golden syrup (sirop de sucre inverti) • _œufs_ pasteurisés • Agent de levage: Bicarbonate de sodium, E450, E503, sel, Mélasse.","en:eggs,en:gluten,en:milk,en:sulphur-dioxide-and-sulphites",,"E220 - Sulphur dioxide,E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E502 - Carbonates,E503 - Ammonium carbonates",,,,,,PENDING
00011723,Pistachio almond cookies,"Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (Lait) (23%) • Sucre • Eclats de pistaches (14%) • Éclats d'amandes (8%) • Sirop de sucre inverti • Poudre à lever : E450, E503, Bicarbonate de soude • Lait en poudre . Sel.",en:milk,,"E450 - Diphosphates,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates",,,,,,PENDING
0001202312202,Tiramisu cheescake,"Unsweetened Soya Milk [Water, Soya Beans, Calcium, Natural Flavouring, Stabiliser: Gellan Gum, Vitamins (B2, B12, D2)], Cashew, Maple Syrup, Oats, Coconut Milk, Ground Almonds, Coconut Oil, Dark Chocolate (6%) [Organic Cocoa Mass (67%), Organic Coconut Sugar, Organic Cocoa Butter], Cocoa Powder, Lemon Juice, Vanilla Extract (1.0%), Coffee (0.3%), Sea Salt","en:gluten,en:nuts,en:soybeans",,E418 - Gellan gum,,,,,,PENDING
00012162,Whey Protein Hazelnuss Kakao,"BASIC INGREDIENTS, NEUTRAL: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); emulsifier soy lecithins. BASIC INGREDIENTS OF OTHER VARIETIES: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); flavouring, emulsifier: soy lecithins; thickener. xanthan gum, quar qum, sodium carbony methyí cllulose; sweetener: acesulfame K, sucralose; anti-caking agent: silicon dioxide. CHOCOLATE, CHOCOLATE-MINT: 5 % cocoa, colour: ammonia caramel; salt, colour: carmines. HAZELNUT CHOCOLATE: 1.5% cocoa, salE COOKIES & CREAM, VANILLA COOKIES biscuit pieces (wheat flour, sugar, palm fat, low-fat cocoa powder, salt, raising agent: ammonium carbonates, sodium hydrogen carbonate, potassium carbonates), salt. DOUBLE CHOCOLATE: 5% cocoa, salt. BUTTER BISCUIT: 5% biscuit pieces (wheat flour, sugar % butter, wheat starch, glucose-fructose syrup, skimmed milk powder, salt, sweet whey powder, natural bourbon vanilla flavouring), salt. LATTE MACCHIATO: 2.15 % instant coffee, colour: caramels; salt. TOFFEE: Colour: caramels; salt,instant coffee CHOCO - LATE-COCONUT: 4% cocoa, 2% coconut flakes, colour: caramels; salt, colour: carmines. STRAWBERRY-WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), acid: citric acid; salt. TRIPLE CHOCOLATE: 6 % dark chocolate (2.5% cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins); 5% cocoa. CHOCOLATE BUTTER BISCUIT: 5 % cocoa, 5% biscuit pieces (wheat flour, sugar, 11% butter, wheat starch, glucose-fructose sirup, skimmed milk powder salt, sweet whey powder, natural bourbon vanilla flavour), salt, caramel. CINNAMON ROLL: Cinnamon, salt. WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), salt. YOGHURT PEACH: acid: citric acid; salt. RED BANANA: colour: carotenes, carmines, BLACK FOREST CAKE: 5 % dark chocolate (2.5 % cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins), 5 % cocoa, instant caramel, salt. BANANA BREAD: Salt, BISCUIT: cinnamon. STRACCIATELLA: 6% Dark chocolate pieces (sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins). CHOCOLATE BROWNIE: 5% Cocoa, caramel, salt, colour: carmines. May contain traces of gluten and eggs. NOTE: Itis recommended mot to exceed one serving per day. This product is not a substitute for a varied and balanced diet and a healthy lifestyle.",,,"E120 - Cochineal,E150 - Caramel,E150c - Ammonia caramel,E160a - Carotene,E322 - Lecithins,E330 - Citric acid,E415 - Xanthan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates,E551 - Silicon dioxide,E950 - Acesulfame k,E955 - Sucralose",,,,,,PENDING
00012256,Salade Fusilli pesto,"PATES FUSILLI cuites 61%, salade verte 12,7%, billes de MOZZARELLA 7,6% (LAIT pasteurisé, sel, coagulant microbien correcteur d'acidité :E330, conservateur : E202), tomate cerise 5,1%, olives noires 5,1%, SAUCE PESTO 5,1% (huile de tournesol 42 %, basilic 29%, FROMAGES italiens 12,7% [grana padano, pecorino romano], farine de NOIX DE CAJOU, sel, BABEURRE. en poudre, PIGNONS 0,8%, fibres de BLÉ, acidifiants, acide lactique, antioxydant : acide ascorbique, ail, PIGNONS DE PIN 2,5%, huile d’olive.","en:gluten,en:milk,en:nuts",,"E202 - Potassium sorbate,E270 - Lactic acid,E300 - Ascorbic acid,E330 - Citric acid",,,,,,PENDING
0001231000220,Blooom Almond & Chocolate energy ball,"Pâte de dattes, amandes, pépites de chocolat noir, beurre de cacao, poudre de vanille, éclat de cacao cru ,poudre de cacao ,sel marin",,,,,,,,,PENDING
00013246,Coconut Bread,"Stone Oven Coconut Bread ingr,: Certified Organic Coconut flour, Organic shredded Coconut, Organic Living Culture ingr,: Farine de noix de coco certifiée biolugique, noix de coco déchiqueté, biologique, No added Sugar Rye Sourdough, Salt, Lemon Juice, evain de seigle bio de culture vivante, sel, jus de citron Nutri, Facts per 21gr, Calories 92: Fat 5g, Trans-Fat 0g, Cholesterol Og, Sodium 2,70, Carbohydrates 9g, Fiber 5,6g, Sugar 1g, Protein 2,2g, Vitamin C 2%, Caicium, Iron 10% 400gr Master Bakery, Kelowna BC",,,,,,,,,PENDING
00014519,Salade Bergerac,"Haricots verts 27,9%, salade mesclun 23,3%, carottes râpées 23,3%, magret de canard fumé 11,6% (magret de canard [origine France], sel, ferments LACTIQUES, conservateur : nitrite de sodium, antioxygène : ascorbate de sodium), dés d'EMMENTAL 7% (LAIT pasteurisé de vache, sel ferments LACTIQUES, coagulant, chlorure de calcium), CERNEAUX de NOIX 7%.",,,"E250 - Sodium nitrite,E301 - Sodium ascorbate",,,,,,PENDING
0001541801312,Creamy hazelnut spread with dipping pretzels,"Spread (30g): sugar, vegetable oil (palm), hazelnuts, cocoa powder, skimmed milk powder, whey powder, lactose, emulsifier: sunflower lecithin, natural flavors. pretzel (22g): wheat flour, corn oil, malt, salt, yeast and sodium bicarbonate.","en:gluten,en:milk,en:nuts",,"E322 - Lecithins,E322i - Lecithin,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,,,,,PENDING
00015691,Bagel Légume grillés,"PAIN BAGEL nature 44,2% : farine de BLE, eau, huile végétale raffinée de colza, sucre, GLUTEN DE BLE, farine de MALT DE BLE, levure, sel, farine de SOJA, émulsifiants : E471, E322, agents de traitement de la farine : E300, E920. Garniture 55,8% : Aubergines grillées 41,4%, tomate 27.6%, FROMAGE FRAIS 13,8% (BABEURRE, CREME pasteurisée 13,3%, protéines de LAIT, acidifiant : acide citrique, sel, épaississant : farine de graines de caroube  conservateur : sorbate de potassium, arôme naturel), GRANA PADANO 13,8% (LAIT de vache cru, sel, présure, conservateur : lysozyme [protéine d'OEUF]), SAUCE PESTO 3,4% (huile de tournesol 42 %, basilic 29%, FROMAGES italiens 12,7% [grana padano, pecorino romano], farine de NOIX DE CAJOU, sel, BABEURRE en poudre/PIGNONS 9.8% fibres de BLE. acidifiant : acide lactique  antioxydant: acide ascorbique, ail). (% exprimés sur le garniture)",,,"E1105 - Lysozyme,E202 - Potassium sorbate,E270 - Lactic acid,E300 - Ascorbic acid,E322 - Lecithins,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids,E920 - L-cysteine",,,,,,PENDING
00015769,Salade Crous Bowl,"Salade mélangée 35.3%. salade quinoa BOULGOUR cranberry 35,3% (boulgour de BLE réhydraté 37,9% [eau, BLE dur précuit ] quinoa cuit 20%, tomate 10%, huile de colza, concombre 7%, courgette 5%, cranberries 4% [cranberries, sucre, huile de tournesol], raisin golden 4% [agent d'enrobage : huile de tournesol], jus concentré de citron, menthe, vinaigre d'alcool, sel, persil, ail, conservateur : E202, piment doux) pomme 11,8%, chou rouge émincé 4,7%, carottes râpées 4,7%, NOIX DE CAJOU grillées 4,7%, radis",,,E202 - Potassium sorbate,,,,,,PENDING
0001622990552,Boisson à base de jus de noix de coco,"Eau, jus de noix de coco 50%, sucre, chair de noix de coco, acidifiant (E330)",,,E330 - Citric acid,,,,,,PENDING
0001757016092,Finest Milk Chocolate,"SUGAR, COCOA BUTTER, HAZELNUTS, WHOLE MILK POWDER, COCOA MASS RUM - RAISINS [RAISINS, RUM 60% VOL., RUM FLAVOR], LACTOSE, WHEY POWDER, HAZELNUT PASTE, EMULSIFIER: SOY LECITHIN, FLAVOR: VANILLE EXTRACT. COCOA SOLIDS: 31% MINIMUM IN CHOCOLATE.",,,"E322 - Lecithins,E322i - Lecithin",,,,,,PENDING
00018524,"Organic Unsweetened Granola, Cinnamon Almond","Organic whole rolled oates, organic raisins, organic expeller pressed canola oil, organic flax seed, organic corn meal, organic almonds, organic coconut, organic cinnamon, salt.",,,,,,,,,PENDING
00018555,Organic Blueberry Almond Granola,"ORGANIC ROLLED OATS, ORGANIC EVAPORATED CANE JUICE, ORGANIC EXPELLER PRESSED CANOLA OIL, ORGANIC RAISINS, ORGANIC APPLES, ORGANIC ALMONDS, ORGANIC OAT BRAN, ORGANIC BLUEBERRIES, ORGANIC SUNFLOWER SEEDS.",,,,,,,,,PENDING
00018579,Aunt Maple's Crunchy Granola,"Organic rolled oats, flame raisins, organic coconut chips, organic maple syrup, sunflower oil, walnuts, roasted diced almonds, wheat germ, honey, crunchy almond butter (dry roasted almonds), hazelnuts, almonds, organic ground cinnamon, organic vanilla extract.",,,,,,,,,PENDING
0000112302755,velouté de tomates,"Jus de tomate à basede concentré 65% cau, amidon de mais, sucre, lait écréme en poudre, sel, beurre de cuisine, huile de colza, arómes naturels (contient lait), jus de citron concentré. Peut contenir des traces de celeri, ble (gluten) et aruf. 1Le Conformem",en:gluten,,,,,,,,PENDING
0000112307254,cèpes & Bolets à la crème fraîche,"Eau, lait écrémé reconstitué, crème fraîche 3,7%, amidon transformé de maïs, cèpe réhydraté 2,5%, bolet réhydraté 2,5%, arômes (contient: lait), sel. Peut contenir des traces de céleri, blé (gluten) 1Le et d'euf.",en:gluten,,E14XX - Modified Starch,,,,,,PENDING
0000123456789,,"drate/Hidratos de carbono/Hidratos de carbono/Węglowodany davon Zucker/de los cuales azúcares/dos quais açúcares/W tym cukry Ballaststoffe/Fibra alimentaria / Fibra/Błonnik Eiweiß/Proteínas/Proteínas/Białko Salz/Sal/Sal/Sól 59,0g 59,0 g 2,5g 6,5g 0,25g DE Vollmilchschokolade. Kakao: 30% mindestens. Zutaten: Zucker, Vollmilchpulver (18 %), Kakaobutter, Kakao asse, Süßmolkenpul - ver, Emulgator Lecithine; Vanilleextrakt. Kann Spuren von Schalenfrüchten, Erdnüs sen, Weizen und Soja enthalten. ES Figuras de chocolate con leche. Cacao: 30% mínimo. Ingredientes azúcar, leche en polvo (18%), manteca de cacao, pasta de cacao, suero de lec en polvo, emulgente: lecitinas, extracto de vainilla. Puede contener trazas de frutes de cáscara, cacahuetes, gluten (trigo) y soja. PT Figuras de chocolate de leite. Cacau: 30 % minimo. Ingredientes: açúcar, leite em pó gordo (18%), manteiga de cacau, pasta de cacau, soro doce de leite em po emulsionante: lecitinas; extrato de baunilha. Pode conter vestigios de frutos de casca rija (amêndoas, avelãs, nozes, castanhas-de-caju, nozer-pecas, Castanhas-do-brasil, pistácios, nozes-de-macadamia ou do Queensland), mendoins gluten (trigo e soja. Figurki z czekolady mlecznej. Czekolada mleczna: masakaowa min. nu 30%. Składniki: cukier, mleko w proszku pełne (18, tłuszcz kakaowy mla ga kaz Kaowa, słodka serwatka w proszku (z mleka emlator: lecytyny, ekstrawani Hiowy Może zawierać orzechy, orzeszki ziemnuszkę (gluten isoje Hergestellt für: /Distribuido por:/ Distribuido por: / Dystrybutor: Ruberant Schokoladen GmbH Dieselstraße 9.73265 Dettingen/Teck Deutschland/Alemania/ Alemanha Niemcy RECYCLE C ALDI ALDI Peso líquido:/ Masa netto: 100ge / mindestens minimo minimo minimum STUCKY eças/ Sztuk",,,,,,,,,PENDING
0000124024111,Protein original,"WATER, OAT FIBER, WHOLE WHEAT FLOUR, FABA BEAN PROTEIN, WHEAT GLUTEN, FLAX, PEA PROTEIN, UNBLEACHED ENRICHED WHEAT FLOUR (UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, WHEAT BRAN, SALT, PRESERVATIVES (POTASSIUM SORBATE, CALCIUM PROFIONATE), WHEAT GERM, YEAST, POTASSIUM BICARBONATE, SODIUM ACD PYROPHOSPHATE, MONO AND DIGLYCERIDES, FUMARIC ACID (CONTAINS SOYBEAN OIL AND/OR PALM OIL AND/OR COTTONSEED OIL), CELLULOSE GUM, GUAR GUM, XANTHAN GUM, ENZYMES. Added Sugars 0% CONTAINS: WHEAT. MAY CONTAIN MILK INGREDIENTS, SOY, SULFITES. g 0%",,,"E202 - Potassium sorbate,E297 - Fumaric acid,E412 - Guar gum,E415 - Xanthan gum,E450 - Diphosphates,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E501 - Potassium carbonates,E501ii - Potassium hydrogen carbonate",,,,,,PENDING
00001422,Le Jambon de nos Régions,"Pea base (pea protein isolate 41%, lentil flour, potato starch, corn flour), sunflower oil, seasoning [onion powder, whey powder (milk), salt, sour cream powder (milk), cheese powder (cheese (milk), milk solids, emulsifier (disodium phosphate)), dextrose, yeast extract, natural flavouring, parsley herb flakes, acidity regulator (citric acid)], antioxidant (rosemary extract). May contain soybeans.",en:milk,,"E330 - Citric acid,E339ii - Disodium phosphate,E392 - Extracts of rosemary",,,,,,PENDING
0000155032734,Chaussons aux abricots,"Farine de BLE, beurre 18,5%, Purée de pommes, eau, sucre, purée d'abricot concentrée 2%, œufs, sel, levure désactivée, concentré de carotte et de pomme, arôme naturel d'abricot.  Peut contenir des fruits à coque, autres céréales, soja.",,,,,,,,,PENDING
0000192495165,Dessert végétal à l'amande et au chocolat et à la noisette,"Lait d'amande* à la noisette* 79% (eau, amande* 3%, noisette* 3%), sucre de canne blond*, riz rond blanc de Camargue*, chocolat noir supérieur* 4% (pâte de cacao*, sucre de canne blanc*, beurre de cacao*, extrait de vanille*), poudre de cacao*, sel de Guérande, épaississant : farine de graines de caroube*. Peut contenir des traces de fruits à coque et de lait. Souligné : Commerce Équitable contrôlé Fair for Life : 54 % du total des ingrédients agricoles. *100% des ingrédients d'origine agricole sont biologiques.",,,,,,,,,PENDING
0000200000282,WALKERS,"Potatoes, Vegetable Oils (Sunfio Rapeseed, in varying proportions), Cheese & O Seasoning [Dried Onion, Salt, Dried Milk Whey Lactose (from Milk), Sugar, Flavouring (contois Milk), Cheese Powder (from Milk), Dried Yeast, Acids (Citric Acid, Malic Acid), Whey Protein (from Milk), Dried Garlic, Colours (Annatto Bixin, Papric Extract)], Antioxidants (Rosemary Extract, Ascorbo Acid, Tocopherol Rich Extract, Citric Acid). ALLERGY ADVICE CONTAINS: See highlighted ingredients MAY CONTAIN: Soya, Mustard, Wheat and other cereals containing gluten. Packaged in a Protective Atmosphere WALKERS, and the WALKERS Logo, are registered trademarks 2026. Find out how you can recycle this packet in store at walkers.co.uk/recycle",,,"E160b - Annatto,E160bi - Annatto bixin,E296 - Malic acid,E306 - Tocopherol-rich extract,E330 - Citric acid,E392 - Extracts of rosemary",,,,,,PENDING
