code,product_name,ingredients_text,allergens,allergens_en,additives_en
0000105748562,,"Tomatoes (46%), Pasta Shapes (45%, Water, Durum Wheat Semolina), Water, Sugar, Modified Cornflour, Salt, Acid-Citric Acid, Spice, Garlic Salt, Onion Extract, Spice Extract, Iron Sulphate, Vitamin D. May contain Egg.",,,E330 - Citric acid
0000105753078,Bread,"Water, white flour, honey, corn syrup, yeast, salt, cheddar, and garlic.",en:milk,,
00001058,"Enjoy Life Protein Bites, Soy free, Nut free, Gluten free, Dairy free, Non GMO, Vegan, Chocolate SunSeed Butter","Semisweet Chocolate Morsels (unsweetened chocolate, cane sugar, cocoa butter), Organic Invert Syrup (organic cane sugar, water). Rice Protein, Sunflower Seed Spread (roasted sunflower kernels, cane sugar, salt), Roasted and Salted Pumpkin Seeds (pumpkin seeds, safﬂower oil, salt), Natural Cocoa Powder. Chia, Palm Oil, Organic Cane Sugar (organic cane sugar, organic tapioca starch), Vanilla Extract.",,,
00001062,Blue Tea Chamomile Flower Herbal Tea,Chamomile Flowers,,,
00001063,Bromelain Intenso,"Bromelain, pflanzliche Kapselhülle: (Hydroxypropylmethylcellulose, Gellan Verzehrempfehlung: Nehmen Sie täglich 1 Kapsel zu einer Mahlzeit mit ausreichend Flüssigkeit ein. 120 Kapseln = e105g 41",,,E464 - Hydroxypropyl methyl cellulose
00001065,boisson à l'aloe vera,"NGREDIENTES: agua, ácido cítrico anhidro, sabor natural de mango, centrado de aloe filtrado de la penca entera [(Aloe barbadensis)(Aline fomi sorbato de potasio, benzoato de sodio, sucralosa en polvo (0,058 entacto de flor de manzanilla (Matricaria chamomilla).",it:Aloe,,"E211 - Sodium benzoate,E330 - Citric acid,E955 - Sucralose"
00001069,Coop Pizzatwist 130g,"Vann, hvetemel, smør, ost, salami (svinekjøtt,  svinefett, salt, konserveringsmiddel (E 250), krydder (hvitløk, pepper,  ingefær), dekstrose (mais, hvete), krydderekstrakt (pepper),  antioksidant (E 300, E 301), rosmarinekstrakt, røykaroma), skinke  (svinekjøtt, salt, konserveringsmiddel (E 250), glukosesirup (mais,  hvete), stabilisator (E 450), antioksidant (E 301), aroma), modifisert  stivelse (potet, mais), sukker, tomatpulver, salt, urter (basilikum,  timian, oregano, hvitløk), maisstivelse, glukosesirup (mais), krydder  (cayennepepper, hvitløk, paprika, oregano, pepper, karve, koriander,  timian, basilikum), solsikkeolje, surhetsregulerende middel (E 330),  farge (E 162), løk, naturlig aroma, melbehandlingsmiddel (E 300).",,,"E162 - Beetroot red,E250 - Sodium nitrite,E300 - Ascorbic acid,E301 - Sodium ascorbate,E330 - Citric acid,E450 - Diphosphates"
00001071,Thé Oolong Violette,"Hvetemel, vann, rapsolje, gjær, salt, malt av hvete og bygg, hvetegluten, hvetestivelse, sukker, salttopping (rismel, salt, vegetabilsk fett (palme, kokos) potetstivelse), surhetsregulerende middel (E 524).",,,E524 - Sodium hydroxide
0000107652270,mylicongas,"010765227 222592010 snoshop & nosnhor 2100hi9eov na do bw ob spontan simeticone ogni compressa contiene: simeticone (dimetilpolisilossano attivato) mg 40. eccipienti: saccarina, acido alginico, lattosio, sodio bicarbonato, povidone, calcio silicato idrato, magnesio stearato. forma farmaceutica e contenuto della confezione: 50 compresse masticabili indicazioni terapeutiche: mylicongas si usa nel trattamento sintomatico del meteo - rismo gastro-enterico e dell' aerofagia dell' adulto. come usare questo medicin adulti: 4 compresse al giorno (2 principale). le compresse devon uso orale. modo e via di somministrat leggere il foglio illustrativo prin tenere il medicinale fuor dalla portata dei bambin per riparare il prodotto dalla lu conservare il medicinale nella",,,E1201 - Polyvinylpyrrolidone
00001077,Coop Fine Store Horn 240g,"Hvetemel, vann, salt, rapsolje, gjær, vegetabilsk emulgator (E472e, E471, E322 solsikkelecithin), hvetegluten, dekstrose, melbehandlingsmiddel (E 300). Dekor: Valmuefrø",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
00001079,berryhill,berryhill hazelnut aod setead natural flavor with cacea & atim milk utz certiried net wt 13 0z 0 cocoa,,,
00001083,Coop Ostelandgang 120g,"Hvetemel, vann, gul ost (7,6%), salt, sukker, rapsolje, gjær, hvetegluten, dekstrose, vegetabilsk emulgator (E472e, E471, E322 solsikkelecithin), melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids"
00001084,Organic Cracked Corn,"D-Man Purativa D-Mannose/D-M Pulver /Powder Per wis die Hatur ose oudre Purativa Produkte werden unter strengen Qualitätskontrollen verarbeitet und schonend in Manufakturarbeit abgefüllt. So können wir die bestmögliche Qualität garantieren. Verzehrempfehlung: / Daily dose / Consigliato 7 Suggestion Nehmen Sie je nach Bedarf bis zu 2g - 6g (1 bis 3 Teelöffel) pro Tag zu sich. / Depending on your needs, consume up to 2g 6g (1 to 3 teaspoons) per day. / A seconda delle proprie esigenze, consumare fino a 2g 6g (da 1 a 3 cucchiaini da tè) al giorno. / Selon vos besoins, consommez jusqu'à 2 à 6 g (1 à 3 cuillères à thé) par jour. Inhalt: D-Mannose 99% Pulver/ D-Mannose 99% Powder/ D-Mannosio 99% Polvere/ Poudre D-Mannose 99% Kühl, trocken und lichtgeschützt lagern./Store in a cool, dark and dry place./Conservare fresco, asciutto e protetto dalla luce./ Conserver au s, au sec et à l'abri de la lumière. Hinweis: Von Kindern fernhalten. Nicht während der Schwangerschaft und Stillzeit einnehmen. / Keep away from children. Do not use during Pregnancy and loactation. / Tenere lontano dalla portata dei bambini. Non usare durante la gravidanza e l'allattamento. / Garder loin des enfants. Ne pas utiliser pendant la grossesse et l'allaitement. Hersteller: / Manufacturer! Fabbricante/ Fabricant Good Organics GmbH Mitterstraßweg 23 82064 Straßlach www.purativa.de Charge/Lot-Ho./numero di lotto /numéro de lot: siehe Aufdruck/ see print/vedi impronta/voir l'empreinte Windestens haltbar bis / Best before/meglio prima/mieux avant: siehe Aufdruck/see print/ vedi impronta/ voir l'empreinte e 160g",,,
0000108703174,ost,"quaker rolled oats (77%), skimmed milk powder, anticaking agent (calcium phosphate).",,,
0000108780106,Porridge To go,"focons davoine complete (36%, arine d avoine complete (14%) sirop de sucre (14%| oligoructose sucre brun cereales croustilantes (arine de riz. farine d'avoine suare, carbonate de calaum, extrait de mat d orge, hule de tournesoli emulsiiants (glycerol lecthine de soja, amidon moditfe, arine damande moulue, poudre de lait ecreme, antioxydant extrait de tocopherol, poudre a lever (bicarbonate de socium se, carbonate de calcum aome naturel Inormations alergeness Les aleroens sont earts en gras. Peut conteni des traces de noix, ble, sesame et de Cauetes",,,"E422 - Glycerol,E502 - Carbonates"
0000109092026,Purée de pommes de terre,"Patates, sel, sucre, lait",,,
00001092,Organic Chicken & Duck Feed - Layer Mash 18%,"Maltodextrin, Zucker, Süßmolkenpulver, Calciumcaseinat, Soja Kakaopulver stark entölt, Aroma, Tri-Kaliumcitrat, Verdickungsmittel (Guaremme Cabiumcarbonat, Magnesiumoxid, Eisenpyrophosphat, Zinkoxid, Selenhefe, Ascorb e Vitamin C), Niacinamide, DL-Alpha-Tocopheryl Acetat (Vitamin E), D-Calcium Pat (Pantothensäure), Riboflavin (Vitamin B2), Pyrodoxinhydrochlorid (Vitamin Thiaminehydrochlorid (Vitamin B1), Folsäure, Biotin, Methylcobalamin (Vitamin Mangansulfat, Kupferglukonat, Natriumjodit, Vitamin A (Retinylacetat), a Chiecalciferol). Verzehrempfehlung: 1 Portion mit Wasser (50 g) (2 gehäufte Messlöffel) enhält 195 kcal (823 Be Anrühren in 250 ml Milch statt mit Wasser erhöht sich der Brennwert Je nach Bedarf empfehlen wir über den Tag hinweg 2-5 Portionen. der Portion von 195 kcal um 159 kcal je Portion auf insgesamt 354 kcal. Lagerung: Trocken War vor W Lai einer Tempera",,,
00001098,Goman Kanelbolle med Smør 85g,"Hvetemel, melk, perlesukker, sukker, smør 7 %, vann, brunt sukker, gjær, margarin (rapsolje, vann, emulgator (E 471, raps), salt, vitamin A, vitamin D), egg, tørket surdeig av hvete, semulegryn, malt av hvete, kanel 0,5 %, salt, modifisert maisstivelse, kardemomme, kasein (melk), stabilisator (E 450), aroma ( vanilin), fullherdet rapsolje, melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids"
00001099,Goman Ciabatta 150g,"Hvetemel, vann, surdeig av hvete, havsalt, olivenolje, gjær, hvetegluten, durumhvetemel.",,,
00001100,Cigarettes Fourrées Chocolat Noisettes,"Fourrage chocolat noisette 55% (chocolat en poudre 44.5%* (sucre, cacao en poudre), graisses de coprah et de palmiste, sucre,_noisette_7,5%';, _lait_écrémé en poudre, émulsifiant : lécithines (_soja_), arôme), farine de blé, sucre, fructose,_lait_écrémé en poudre, graisse de coprah, colorant: caramel ordinaire, émulsifiant: lécithines (_soja_), sel.  *exprimés sur le fourrage équivalent respectivement à 24,4% et 4,1% sur l'ensemble du produit.","en:gluten,en:milk,en:nuts,en:soybeans",,"E150a - Plain caramel,E322 - Lecithins"
0000110000303,Good Chop Beef Ribeye Steak,beef ribeye steak,,,
0000110010369,Air freshener helicopter lemon,fitrah,,,
00001101,Organic Goat Feed - Mash,"Maida, sugar, edible veg fat, salt,milk solids, yeast, vanilla powder, improvers",,,
00001103,Organic Scratch + Corn,Zimt,,,
00001104,Coop Frøbaguette 135g,"Hvetemel, sur deig av hvete og rug, vann, frøblanding (solsikkefrø, sesamfrø, linfrø gule og brune, hirse), fullkornsmel av rug 3 %, havsalt, gjær, hvetegluten, durumhvetemel, guarkjernemel.",,,
0000111048403,100% Pure Canola Oil,100% canola oil no additives or preservatives,,,
0000111103201,Isalean,"Whey protein concentrate (milk), milk protein concentrate, isomaltooligosaccharides, skim milk powder, fructose, sunflower oil powder (milk), cocoa powder, olive oil powder, maltodextrin, flaxseed powder, thickener (xanthan gum), natural flavours, medium-chain triglyceride oil powder, calcium phosphate, magnesium oxide, sweetener (steviol glycosides), alfalfa juice concentrate, inulin, rice amino acid, emulsifier (soy lecithin), anti-caking agent (silicon dioxide), magnesium stearate, sea salt, lactase powder, invertase powder, lipase powder, psyllium seed powder, vitamin C (ascorbic acid), vitamin A (beta carotene), zinc oxide, vitamin E (d-alpha-tocopheryl acid succinate), nicotinamide, lactobacillus acidophilus, vitamin D3 (cholecalciferol), vitamin B6 (pyridoxine hydrochloride), vitamin B5 (calcium pantothenate), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, potassium iodide, sodium selenite, vitamin B7 (biotin), vitamin B12 (cyanocobalamin)",en:milk,,"Amino acids,E322 - Lecithins,E322i - Lecithin,E415 - Xanthan gum,E551 - Silicon dioxide,E572 - Magnesium stearate,E960 - Steviol glycosides,Potassium iodide"
0000111111111,newnew,"potatoes, vegetable o contains one or more of the following: corn, sunflower, or ca oil), sugar, dextrose, salt, spices, fructose, onion powder, torula yeast, tomato powder, extract of malted barley and corn, monosodium glutamate, maltodextrin, garlic powder, extractives of paprika (color), natural smoke flavor, caramel color, cirtic acid, mo lified com starch, natural flavors.",,,"E150c - Ammonia caramel,E621 - Monosodium glutamate"
0000111111231,More Fresh 100% whole wheat bread,"MRP: Rs.55.00 (Rs.0.13 Per g) (Incl. Of all taxes) NET WT: 400 g Whole Wheat Flour, Sugar, Yeast, lodised Salt, Refined Palmolein Oil, Soya Flour, Emulsifier(INS 476,471 481(1) Preservative (INS 282), Antioxidant (INS 300), Improver (INS 1100), Acidity Regulator (INS 260)","en:gluten,en:soybeans",,"E1100 - Alpha-Amylase,E260 - Acetic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E471 - Mono- and diglycerides of fatty acids,E476 - Polyglycerol polyricinoleate"
00001112,"Enjoy Life Protein Bites, Soy free, Nut free, Gluten free, Dairy free, Non GMO, Vegan, Cranberry Orange","Chocolate (Cane Sugar, Unsweetened Chocolate, Cocoa Butter), Roasted and Salted Pumpkin Seeds (Pumpkin Seeds, Safflower Oil, Salt), Rice Protein, Organic Invert Syrup (Organic Cane Sugar, Water), Palm Shortening, Organic Cane Sugar, Chia Seeds, Cocoa Powder, Natural Flavors, Dried Cranberries (Cranberries, Sugar, Sunflower Oil), Candied Orange Peel (Orange Peel, Sugar, Safflower Oil, Ascorbic Acid, Citric Acid), Vanilla Extract.",,,E330 - Citric acid
0000111301201,Canola Harvest® Original Vegetable Oil Spread Tub,"CANOLA OIL, WATER, PALM OIL, PALM KERNEL OIL, SALT, WHEY POWDER (MILK), VEGETABLE MONO AND DIGLYCERIDES, SOYBEAN LECITHIN, POTASSIUM SORBATE (PRESERVATIVE), CITRIC ACID, ARTIFICIAL FLAVOR, VITAMIN E (DL-ALPHA-TOCOPHEROL ACETATE), VITAMIN A PALMITATE, BETA CAROTENE & VITAMIN D3.","en:milk,en:soybeans",,"E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids"
0000111301263,"Canola harvest, buttery spread, with flaxseed oil","Canola oil, water, palm oil, flax oil, palm kernel oil, whey powder (milk), salt, vegetable mono and diglycerides, soybean lecithin, potassium sorbate (preservative), citric acid, artificial flavor, vitamin e (dl-alpha-tocopherol acetate), calcium disodium edta (to preserve freshness), vitamin a palmitate, beta-carotene, vitamin d3.",en:milk,,"E202 - Potassium sorbate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E385 - Calcium disodium ethylenediaminetetraacetate,E471 - Mono- and diglycerides of fatty acids"
00001114,,01.04.2022 19:19 ycneire kynTb %40%,,,
0000111474123,nutricia,"vanillesmaak/vanillesmag s příchutí vanilkovou/vanilia nl voeding voor medisch gebruik. eiwitrijk, energiernik alergen melk, soja. niet bestemd voor losse verkoop, zie omdoos voor me informatie. dk fødevare til særlige medicinske formål. proteinig energi allergener: indeholder mælk og soja. må ikke sages for yderligere information, se ydre emballage potravina pro zvláštní lékařské účely. visolo obsahem bilkovin. alergeny: obsahuje mleko, so neprodejné. vice informací o přípravku viz vnější udal hu speciális gyógyászati célra szánt élelmiszer. magas energia tartalmú. allergén információ: tejet, sadja nem megbontható, darabonként nem eladható. további informác csomagoláson található. galaxy s21 ultra 5g",,,
0000112301878,pot au feu de légumes aux aromates,"es laisirs % des R.&quot; par NGREDIENTS eau, légumes 27 % (carotte, navet, poireau, pomme de terre, chou vert, céleri, oignon), viande de boeuf cuite 2,2 %, amidon transformé de pomme de terre, sel, arômes (contient : lait, céleri, huile de colza, girofle en poudre, exhausteur de goût: glutamate de sodium, extraits naturels de thym, de laurier et de poivre. Peut contenir des traces de blé et oeuf 3% 3% 1% 3% 3% | | 7% 31% dulte",,,"E14XX - Modified Starch,E621 - Monosodium glutamate"
0000112302546,velouté de 10 légumes,"eau, légumes 42% ( jus de tomates à base de concentré*, pomme de terre* carotte*, oignon*, poireau*, céleri-rave*,Courgette*, chou-fleur*, panais*, cresson), crème*, amidon* Sucre de canne*, sel de mer, extrait de levure. * issus de L'agriculture biologique sans colorant - sans conservateur.","en:celery,en:milk",,
0000112302557,Velouté de légumes façon poêlée,"légumes 63% (pomme de terre, carotte, oignon, chou-fleur, poireau, céleri-rave), eau, huile de colza, beurre de cuisine, sel, arômes (contient : céleri, blé), sucre, ail",,,
0000112302581,Délice de 10 Légumes,"Eau, légumes 39 % (carotte, pomme de terre, purée de tomates reconstituée, oignon, poireau, potiron, céleri, petit pois, navet, chou-fleur), lait écrémé reconstitué, amidon modifié, huile de colza, sucre, beurre de Cuisine, sel, arôme. Peut contenir des traces de blé et œuf.",,,E14XX - Modified Starch
0000112302619,soupe à la chinoise  légumes et vermicelles,"eau, légumes 15 % (oignon, carotte, pousses de bambou, céleri, poivron, poireau), vermicelles cuits 5 % (semoule de blé, blanc d'oeufi, champignons noirs 2,4 %, amidon transformé de pomme de terre, arômes (contient céleri), sel, graisse de poule antioxydant: extrait de romarinl, piment de Cayenne, ait écrémé en poudre","en:celery,en:gluten",,E14XX - Modified Starch
0000112302621,Potiron et vermicelles,"eau, légumes 30% (potiron 17%, carotte, jus de tomates à base de concentré, pomme de terre, oignon), _vermicelles_ cuits 8% (semoule de _blé_, _blanc d'œuf_, amidon transformé de maïs, _crème fraîche_, sel, sucre, arômes (contient du _lait_)","en:eggs,en:gluten,en:milk",,E14XX - Modified Starch
0000112302636,petit pois carottes et Kiri,"eau, légumes 33 % (oignon, petits pois 9,9 %, carottes 8,6 %, panais), fromage blanc fondu Kiri® 3,1% (fromage blanc, crème, protéines de lait, sels de fonte : polyphosphates, phosphates et citrates de sodium, acide citrique, sel), amidon transformé de mais, crème fraiche, sel, arômes. Peut contenir des traces de céleri, ble et oeuf.",,,"E14XX - Modified Starch,E330 - Citric acid,E452 - Polyphosphates"
0000112302639,Mouliné de Légumes Bio,"légumes 50% (carotte pomme de terre oignon* céleri-rave chou-fleur poireau, courgette*), eau, crème, sel de mer, amidon de mais arôme naturel. issus de l'agriculture biologique.",,,
0000112302644,"PurSoup' Mouliné de Carottes, Poireaux, Pommes de Terre","eau, légumes 40 % (carotte 16 %, poireau 12 %, oignon, oomme de terre 3,6 %), crème fraîche 2,5%, amidon transformé de mais, sel, beurre de cuisine, arômes SUCre, extraits naturels de poivre et de laurier.",,,E14XX - Modified Starch
0000112302646,soupe à la paysanne,"eau,légumes 41% (oignon,carotte 7,2%, chou vert 7%, petit pois, navet, pomme de terre,  poireau, haricots blancs), lardons fumés 2% (porc, eau, sel), crème fraîche,  amidon transformé, sel, arôme, (dont arôme de fumée).",,,E14XX - Modified Starch
0000112302650,Délice de potiron châtaigne,"eau, légumes 43 % (potiron 26%, pomme de terre, carotte, jus de tomates à base de concentré), châtaignes 2,8%, crème, amidon transformé de maïs, sel, sucre, arômes (contient: lait) Peut contenir des traces de céleri, blé et oeuf.",,,E14XX - Modified Starch
0000112302656,Lié big purSoup mouliné de 10 Légumes,"légumes 55 % (pomme de terre, carotte, oignon, céleri-rave, chou-fleur, poireau, jus de tomates à base de concentré, panais, courgette, cerfeuil), eau, sel, huile de colza, beurre de cuisine, arômes. Peut contenir des traces de blé et oeuf.",,,
0000112302660,Soupe potiron et kiri,"eau, légumes 36 % (potiron 18 %, carotte, oignon, pomme de terre, purée de tomates à base de concentré), fromage blanc fondu Kiri® 3,1 % (fromage blanc, crème, protéines de lait, sels de fonte : polyphosphates, phosphates et citrates de sodium, acide citrique, sel, amidon transformé de maïs, crème, sel, sucre, arômes, exhausteur de goût: glutamate de sodium, lait écrémé. Peut contenir des traces de céleri, blé et oeuf.",,,"E14XX - Modified Starch,E330 - Citric acid,E452 - Polyphosphates,E621 - Monosodium glutamate"
0000112302669,Gaspacho à l'andalouse,"jus de tomates à base de concentré 33 %, eau, concombre 15 %, poivron rouge 14 %, oignon 5 %, huile d'olive vierge extra 1,2%, vinaigre de vin, sel, ail, sucre, jus concentré de citron, arôme, piment de Cayenne, lait écrémé en poudre.  Peut contenir des traces de 28% céleri, blé (gluten) et oeuf.",en:gluten,,
0000112302676,Velouté de légumes du soleil,"Légumes*76% (jusdetomates* àbasede concentre53%,carotte "",courgette"" 5,9%, oignon',pommedeterre,poivronrouge 2,1%,haricot vert* ),eau, huiled'olive viergeextra 1,5%,amidon de mais"" ,sel de mer,extrait de levure, ail"",arômesnaturels depoivre, thym,laurier etautres aromes naturels,crème enpoudre. issusdel'agriculture biologique. Peut contenir des traces de céleri, blé(gluten) et oeuf. 1 Le","en:eggs,en:gluten",,
0000112302683,,"eau, potiron 21%, pomme de terre, oignon, jus de tomates à base de concentré, crème, champignons de Paris, amidon transformé de maïs beurre de cuisine, girolles 1,1%, sel, sucre, arômes (contient lait), persil; ail. Peut contenir des traces de céleri, blé (gluten) et oeuf.",en:gluten,,E14XX - Modified Starch
0000112302688,,"eau, pomme de terre 15%, oignon 6,6%, lait écrémé reconstitué, amidon transformé de mais, poudre de fromage 1,5%, lardons fumés 1,2% (porc, eau, sel), huile de colza, sel, arômes (contient lait), extraits naturels d'épices. Peut contenir des traces de céleri, de blé (gluten) et d'oeuf.",en:gluten,,E14XX - Modified Starch
0000112302689,Potiron et j’irai,"4% eau, potiron 19%, carotte, oignon, fromage blanc fondu Kiri 3,1% (fromage blanc, crème, protéines de lait, sels de fonte: polyphosphates phosphates et citrates de sodium, acide citrique, sel, pomme de terre, jus de tomates à base de concentré, amidon transformé de maïs, crème, sel, arômes (contient : lait), lait écrémé en poudre. Peut contenir des traces de céleri, blé et oeuf.",,,"E14XX - Modified Starch,E330 - Citric acid,E331 - Sodium citrates,E452 - Polyphosphates"
0000112302694,velouté de potiron et graines de courge bio,"eau potiron 27%, carotte, pomme de terre, jus de tomate à base de concentré, amidon de maïs, crème en poudre, sel de mer, graines de courge 0,5%, arôme naturel",en:milk,,
0000112302705,velouté de tomates et pointe d'origan,"jus de tomates à base de concentré 54%, eau, carottes, oignon, céleri raves, amidons de maïs, crème en poudre, sel de mer, poireau, Sucre de canne, origan 0,04%, arôme naturel de poivre, arôme naturel de thym, arôme naturel de basilic",en:celery,,
0000112302708,Velouté de 10 Légumes,"Eau, jus de tomate à base de concentré, pomme de terre, carotte, oignon, poireau, potiron, amidon de mais, céleri, huile de colza, beurre de cuisine, sel, petit pois, chou-fleur, navet, lait écrémé en poudre, arômes naturels (contient lait).","en:celery,en:milk",,
0000112302711,Velouté de tomates,"Jus de tomate à base de concentré 65%, eau, amidon de mais, sucre, lait écrémé en poudre, sel, beurre de cuisine, huile de colza, arômes naturels (contient lait), jus de citron concentré. Peut contenir des traces de céleri, blé (gluten)et œuf. 1Le AN NOINN *Conformément à",en:gluten,,
0000112302735,,"Eau, potiron* 27%, carotte“, pomme de terre“, jus de tomates* à base de concentré, amidon de maïs&quot;, crème en poudre, sel de mer, graines de courge 0,4%, arômes naturels.",,,
0000112302754,pur soup' mouliné de 5 légumes verts,"Eau, pomme de terre, courgette, poireau, brocoli, haricot vert, oignon, céleri-rave, épinard, carotte, crème fraiche, amidon de maïs, sel. Contient 29% de légumes verts. Peut contenir des traces de blé (gluten) et oeuf.","en:celery,en:gluten,en:milk,en:none",,
0000112302755,velouté de tomates,"Jus de tomate à basede concentré 65% cau, amidon de mais, sucre, lait écréme en poudre, sel, beurre de cuisine, huile de colza, arómes naturels (contient lait), jus de citron concentré. Peut contenir des traces de celeri, ble (gluten) et aruf. 1Le Conformem",en:gluten,,
0000112302757,Velouté de 12 légumes,"Eau, jus de tomate à base de concentré, pomme de terre , carotte, oignon, poireau, potiron, amidon de maïs, céleri, huile de colza, lait écrémé, beurre de cuisine, petit pois, chou fleur, navet, sel, chou rave, panais, arômes naturels (contient lait)",,,
