code,product_name,ingredients_text,candidate_category,confirmed_allergens,potential_allergens,evidence_level,is_food,review_status
00012162,Whey Protein Hazelnuss Kakao,"BASIC INGREDIENTS, NEUTRAL: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); emulsifier soy lecithins. BASIC INGREDIENTS OF OTHER VARIETIES: Mixture of whey proteins (whey protein concentrate, whey protein isolate, whey protein hydrolysate); flavouring, emulsifier: soy lecithins; thickener. xanthan gum, quar qum, sodium carbony methyí cllulose; sweetener: acesulfame K, sucralose; anti-caking agent: silicon dioxide. CHOCOLATE, CHOCOLATE-MINT: 5 % cocoa, colour: ammonia caramel; salt, colour: carmines. HAZELNUT CHOCOLATE: 1.5% cocoa, salE COOKIES & CREAM, VANILLA COOKIES biscuit pieces (wheat flour, sugar, palm fat, low-fat cocoa powder, salt, raising agent: ammonium carbonates, sodium hydrogen carbonate, potassium carbonates), salt. DOUBLE CHOCOLATE: 5% cocoa, salt. BUTTER BISCUIT: 5% biscuit pieces (wheat flour, sugar % butter, wheat starch, glucose-fructose syrup, skimmed milk powder, salt, sweet whey powder, natural bourbon vanilla flavouring), salt. LATTE MACCHIATO: 2.15 % instant coffee, colour: caramels; salt. TOFFEE: Colour: caramels; salt,instant coffee CHOCO - LATE-COCONUT: 4% cocoa, 2% coconut flakes, colour: caramels; salt, colour: carmines. STRAWBERRY-WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), acid: citric acid; salt. TRIPLE CHOCOLATE: 6 % dark chocolate (2.5% cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins); 5% cocoa. CHOCOLATE BUTTER BISCUIT: 5 % cocoa, 5% biscuit pieces (wheat flour, sugar, 11% butter, wheat starch, glucose-fructose sirup, skimmed milk powder salt, sweet whey powder, natural bourbon vanilla flavour), salt, caramel. CINNAMON ROLL: Cinnamon, salt. WHITE CHOCOLATE: 5 % white chocolate chips (sugar, cocoa mass, whole milk powder, emulsifier: lecithins), salt. YOGHURT PEACH: acid: citric acid; salt. RED BANANA: colour: carotenes, carmines, BLACK FOREST CAKE: 5 % dark chocolate (2.5 % cocoa, sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins), 5 % cocoa, instant caramel, salt. BANANA BREAD: Salt, BISCUIT: cinnamon. STRACCIATELLA: 6% Dark chocolate pieces (sugar, cocoa mass, cocoa powder, emulsifier: soy lecithins). CHOCOLATE BROWNIE: 5% Cocoa, caramel, salt, colour: carmines. May contain traces of gluten and eggs. NOTE: Itis recommended mot to exceed one serving per day. This product is not a substitute for a varied and balanced diet and a healthy lifestyle.",,milk;soy,,DIRECT,YES,KEEP
00011723,Pistachio almond cookies,"Farine de blé contient Gluten (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (Lait) (23%) • Sucre • Eclats de pistaches (14%) • Éclats d'amandes (8%) • Sirop de sucre inverti • Poudre à lever : E450, E503, Bicarbonate de soude • Lait en poudre . Sel.",,milk;wheat_gluten;tree_nut,,DIRECT,YES,KEEP
0000124024111,Protein original,"WATER, OAT FIBER, WHOLE WHEAT FLOUR, FABA BEAN PROTEIN, WHEAT GLUTEN, FLAX, PEA PROTEIN, UNBLEACHED ENRICHED WHEAT FLOUR (UNBLEACHED WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, WHEAT BRAN, SALT, PRESERVATIVES (POTASSIUM SORBATE, CALCIUM PROFIONATE), WHEAT GERM, YEAST, POTASSIUM BICARBONATE, SODIUM ACD PYROPHOSPHATE, MONO AND DIGLYCERIDES, FUMARIC ACID (CONTAINS SOYBEAN OIL AND/OR PALM OIL AND/OR COTTONSEED OIL), CELLULOSE GUM, GUAR GUM, XANTHAN GUM, ENZYMES. Added Sugars 0% CONTAINS: WHEAT. MAY CONTAIN MILK INGREDIENTS, SOY, SULFITES. g 0%",,wheat_gluten,milk;soy,BOTH,YES,KEEP
0001202312202,Tiramisu cheescake,"Unsweetened Soya Milk [Water, Soya Beans, Calcium, Natural Flavouring, Stabiliser: Gellan Gum, Vitamins (B2, B12, D2)], Cashew, Maple Syrup, Oats, Coconut Milk, Ground Almonds, Coconut Oil, Dark Chocolate (6%) [Organic Cocoa Mass (67%), Organic Coconut Sugar, Organic Cocoa Butter], Cocoa Powder, Lemon Juice, Vanilla Extract (1.0%), Coffee (0.3%), Sea Salt",,soy;tree_nut,,DIRECT,YES,KEEP
0000200010474,"40 SUME SEL POTATOES, WE SEE POTENTIAL 100% GREAT","Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Smoky Bacon Seasoning (Flavourings, Yeast Extract, Salt, Yeast Powder, Potassium Chloride, Acids (Citric Acid, Malic Acid), Colour (Paprika Extract), Antioxidants (Rosemary Extract, Ascorbic Acid, Tocopherol Rich Extract, Citric Acid) Allergy Advice May Contain: Milk, Soya, Mustard, Wheat and other cereals containing gluten SUITABLE FOR VEGETARIANS Packaged in a Protective Atmosphere WALKERS and the WALKERS logo are registered Trademarks 2025",,,milk;soy;wheat_gluten,PRECAUTIONARY,YES,KEEP
00001253,Coop Smultringer 43g,"Hvetemel, sukker, egg, vann, fløte, vegetabilsk olje (soyaolje, palmeolje, kokosolje, palmestearin, rapsolje),  mysepulver, syrnet kjernemelkpulver, skummet tørrmelk, yoghurtaroma, melkesyrepulver, konserveringsmiddel (E 1520, E 281), bakepulver, hornsalt, kardemomme, aroma, emulgator (E 471), surhetsregulerende middel (E 331).",,milk;egg;soy;wheat_gluten,,DIRECT,YES,KEEP
00000128,Il caffè del benessere,"bulking agents(microcrystalline cellulose, dicalcium phosphate), vitamin k2 (mk7), anti-caking agents (magnesium stearate)",,,,EXCLUDE,NO,EXCLUDE
00000100,,"Beetroot extract, Quercetin, L-Citrulline, Schisandra fruit extract, Pomegranate fruit extract, Pine Bark extract, Hawthorn Berry extract, Celery Seed extract, Cane Sugar, Natural Flavors, Citric Acid",,,,EXCLUDE,NO,EXCLUDE
00000777,Legion Whey (French Vanilla),"Ingredienti Magnesio bisglicinato in polvere, Idrossido di calcio, Involucro della capsula (Idrossipropilmetilcellulosa), Acido L-Ascorbico (Vitamina C), Cloruro di potassio, Fumarato ferroso, Polvere di calendula (Calendula officinalis, Fiore) (Luteina), Tocoferolo acetato (Vitamina E), Niacina (Vitamina B3), Gluconato di manganese, Ossido di zinco, Estratto di tagete francese (Tagetes erecrta L., Fiore) (Zeaxantina), Gluconato di rame, Acido pantotenico (Vitamina B5), Retinolo acetato (Vitamina A), Colecalciferolo (Vitamina D3), Riboflavina (Vitamina B2), Tiamina HCI (Vitamina B1), Piridossina HCl (Vitamina B6), Cromo picolinato, loduro di potassio, Metilcobalamina (Vitamina B12), Acido folico (Vitamina B9), Biotina HCl (Vitamina B7), Molibdato di sodio, Estratto di crusca di riso.",,,,EXCLUDE,NO,EXCLUDE
0000103010104,Vita-antioxydant,"bwe ro/o ouumy et wh Supplement Facts Serving Size: 2 Tablets Servings Per Container: 56 Amount Per Serving Vitamin A (as 25% (516 mcg) % DV Amount Per Serving %DV 40 mg 1804 ug RAE 200 % | Mixed Tocopherols (D-gamma, D-delta, D-beta Tocopherol) InCelligence TM Complex Retinyl Acetate and 75% (2700 mcg) as Beta Carotene, Mixed Carotenoids) Vitamin C (as Poly C® blend: Potassium, 200 mg Calcium, Magnesium, and Zinc Ascorbates) Vitamin D3 (as Cholecalciferol) 50 mg 36 mg 222% Alpha Lipoic Acid Meriva Bioavailable Curcumin Complex (Curcuma longa L., root)* 25 ug 125% Vitamin E (as d-alpha-Tocopheryl Succinate)67 mg 447% Vitamin K (as K1 [Phytonadione] 240 ug, 270 ug 225% Extract 35 mg (Camellia sinensis hunt, leaves) Quercetin Dihydrate Rutin Hesperidin (Citrus spp. L., fruit) Resveratrol Olivol® (Olive Fruit Extract, Olea europaea L., fruit)** 30 mg 20 mg 20 mg 20 mg 15 mg 64 mg 6 mg and K2 [MK-7 Menaquinone] 30 ug) Thiamine (Vitamin B1) Riboflavin (Vitamin B2) Niacin (as Niacin and Niacinamide) Vitamin B6 (as Pyridoxine HCL) Folate (as 300 ug Folic Acid) Vitamin B12 (as Cyanocobalamin) 15 mg 1250% 15 mg 1154% 20 mg NE 125% 16 mg 941% 500 ug DFE 125% 100 ug 4167% | Inositol 150 ug 500% | Coenzyme Q10 Biotin Pantothenic Acid (as D-Calcium Pantothenate) 45 mg 900% 300 ug 500 ug Lutein (Tagetes erecta L., flower) Choline (as Choline Bitartrate) 51 mg 9% Lycopene t Daily Value (DV) not established Ouer oredients: Microcrystalline Cellulose, Modified Starch, Vegetable Fatty Acid, Croscarmallose Sodium ioodd Organic Maltodetrin, Vanilla Extract Organic Sunflower Lecithin. Organic Palm Clein oreame",,,,EXCLUDE,NO,EXCLUDE
00000177,Bio Gerstengras Pulver,"Sorbitol, Glycerin , Water, Carboxymethylcellulose sodium, Potassium sorbate",,,,EXCLUDE,NO,EXCLUDE
00000052,Organic Erythritol Granulated,100% certified organic granulated erythritol,,,,NONE,YES,KEEP
00000037,Sea Moss Gummies,"Glucose Syrup, Sugar, Water, Citric Acid, Pectin, Natural Flavors, Sodium Citrate, Coconut Oil, Carnauba Wax",,,,NONE,YES,KEEP
00000273,Superfruit Organic Freezie Pops,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",,,,NONE,YES,KEEP
00000095,Chopped spinach,"Sugar Cane, Glucose Syrup (Corn Syrup), Water, Citrus Pectin, Citric Acid, Sodium Citrate, Natural and Artificial Flavors, Betacarotene.",,,,EXCLUDE,NO,EXCLUDE
00015769,Salade Crous Bowl,"Salade mélangée 35.3%. salade quinoa BOULGOUR cranberry 35,3% (boulgour de BLE réhydraté 37,9% [eau, BLE dur précuit ] quinoa cuit 20%, tomate 10%, huile de colza, concombre 7%, courgette 5%, cranberries 4% [cranberries, sucre, huile de tournesol], raisin golden 4% [agent d'enrobage : huile de tournesol], jus concentré de citron, menthe, vinaigre d'alcool, sel, persil, ail, conservateur : E202, piment doux) pomme 11,8%, chou rouge émincé 4,7%, carottes râpées 4,7%, NOIX DE CAJOU grillées 4,7%, radis",,wheat_gluten;tree_nut,,DIRECT,YES,KEEP
00000147,Pan,"Pâtes à l'épeautre - Rêve de Neptune - Spelt neptunes dream (500g e) Ingrédients Ingrediënten speltbloem*, tomaat*, spinazie*, biet&quot;, spirulina* farine d'épeautre *, tomates *, épinards *, betteraves *, spiruline *",,wheat_gluten,,DIRECT,YES,KEEP
0000104647847,golden barrel butter flavored coconut oil,"refined coconut oil, artificial butter flavor, beta carotene color. sta",,,,NONE,YES,KEEP
00000035,Cardiofitmd,"Oat Fiber, Tahl Gum (Acacia seyal), Apple Fiber, Guar Gum, Rice Bran Fiber, Beet Root Powder, Beet Juice Powder, Rhodiola Root Powder, Bacillus Coagulans, Natural Vanilla and Lemonade Flavors, Other Natural Flavors, Malic Acid, Stevia Leaf Extract, Fumaric Acid, Ginger Root Powder, Tartaric Acid",,,,EXCLUDE,NO,EXCLUDE
00000152,Pure Creatine Monohydrate,"Sweeteners: erythritol (E-968) and steviol glycosides from stevia (E-960a) (0,3%).",,,,EXCLUDE,NO,EXCLUDE
00000341,Hydration Mix,"Vitamin B Blend, Biotin, Choline Bitartrate, Vitamin B12, Folic Acid, Inositol, Niacin, Pantothenic Acid, Riboflavin, Thiamine Hydrochloride, Amino Acid Blend, L-Leucine, L-Valine, L-Isoleucine, Glycine, L-Glutamine, Taurine, Mineral Blend, Calcium, Magnesium, Potassium, Zinc, Natural Flavour, Citric Acid, Sodium Chloride, Sucralose, Silicon Dioxide, Beet Root Powder, Stevia Leaf Extract, Spirulina Extract, Elderberry Extract, Fruit and Vegetable Juice, Malic Acid, Calcium Silicate, Calcium Lactate, Calcium Phosphate, Calcium Carbonate, Magnesium Oxide, Magnesium Phosphate, Magnesium Carbonate, Magnesium Hydroxide, Magnesium Sulfate, Magnesium Chloride, Potassium Citrate, Potassium Bicarbonate, Potassium Chloride, Potassium Phosphate, Potassium Sulfate, Zinc Citrate, Zinc Gluconate, Zinc Oxide, Zinc Sulfate, Zinc Hydroxide, Zinc Carbonate, Zinc Chloride, Zinc Acetate, Zinc Picolinate, Zinc L-Carnosine, Zinc Aspartate, Zinc Orotate, Zinc Glycinate, Zinc Methionine, Zinc Histidine, Zinc Carnosine, Zinc Monomethionine, Zinc Bisglycinate, Zinc Hydrolyzed Vegetable Protein Chelate",,,,EXCLUDE,NO,EXCLUDE
00000471,ISO whey zero,"Lion's Mane Mushroom, Turkey Tail Mushroom, Reishi Mushroom, Chaga Mushroom, Maitake Mushroom, Shiitake Mushroom, King Trumpet Mushroom, Royal Sun Mushroom, Willow Bracket Mushroom, Organic Coffee Powder",,,,EXCLUDE,NO,EXCLUDE
00000134,Erythritol,Eritritol (100%). Store in a cool and dry place. Excessive consumption may have a laxative effect. Almacenar en un lugar fresco y seco. Un consumo excesivo puede producir efectos laxantes. Best Before End/ Batch: See package,,,,NONE,YES,KEEP
00000131,Confiture de fraise mara des bois,"Erythritol, Monk Fruit Extract",,,,EXCLUDE,NO,EXCLUDE
00000261,Prebiotic Fiber Gummies,"Chicory root fiber, water, pectin, agar agar, tapioca starch, trisodium citrate, citric acid, natural flavors, black carrot concentrate, chlorophyll, carnauba wax.",,,,NONE,YES,KEEP
00000127,Whey Protein - Chocolate,"L-choline-bitartrate 168mg, extrait de racine de chicorée de Bruxelles (Cichorium intybus L. sativum) 350mg, enveloppe de la capsule (hydroxypropylméthycellulose), extrait de coeur et de pétale d'artichaut (Cynara scolymus) 210mg, extrait de racine de pissenlit (Taraxacum officinale) 210mg, extrait de rhizome de curcuma (Curcuma longa) 140mg dont 95% de curcuminoïdes 133mg",,,,EXCLUDE,NO,EXCLUDE
